"","chr","pos","pval","padj"
"243","X",10015970,0.000305984765148385,0.0148619403753954
"244","X",10016003,0.00014255728556576,0.00761856362209178
"245","X",10016057,0.000120533161041534,0.00657711347987312
"246","X",10016069,0.00100582207030384,0.0419821380615334
"247","X",10016076,0.970708828446305,1
"248","X",10016098,0.489354792253725,1
"249","X",10016099,0.00076508339543995,0.033061799559584
"250","X",10016111,9.13890932427816e-05,0.00515149949452719
"251","X",10016120,0.625730266747799,1
"252","X",10016180,0.577717162959459,1
"253","X",10016200,0.452295009338877,1
"254","X",10016244,0.292320534798242,1
"255","X",10016250,0.822340308450779,1
"256","X",10016254,0.474017891754364,1
"257","X",10016263,0.624795359885128,1
"258","X",10016322,0.00135385085121942,0.0542730457161844
"259","X",10016335,0.00112620743779011,0.0463058381670424
"260","X",10016350,0.265644807458654,1
"261","X",10016374,0.0038373244318077,0.133500400435229
"262","X",10016376,0.233310231009559,1
"263","X",10016377,9.25272619307524e-05,0.00520654055697743
"264","X",10016397,8.98713364631656e-05,0.00507516056447787
"265","X",10016409,0.172800020248383,1
"266","X",10016412,0.0516733228156232,1
"267","X",10016449,0.000680412046848302,0.0298467866611935
"268","X",10016492,0.898628014176279,1
"269","X",10016604,0.394007135212533,1
"270","X",10016637,0.00106580202208004,0.0441211373232517
"271","X",10016667,0.954854828750125,1
"272","X",1001694,0.207383984339287,1
"273","X",10017163,1.02852352594693e-25,2.93364976792647e-22
"274","X",10017211,0.197367502784424,1
"275","X",10017502,0.00190024640294706,0.0727760998728146
"276","X",10017839,9.50759694856308e-05,0.00533218038841322
"277","X",10017843,0.721013038880897,1
"278","X",10017979,0.000231204463007409,0.0116397117515524
"279","X",10018063,3.66810723887127e-24,8.20180370174768e-21
"280","X",10018083,0.0319997261287157,0.80807974021765
"281","X",10018192,0.00380427342184398,0.132525419523596
"282","X",10018334,0.000730210247110675,0.0317401273206067
"283","X",10018337,0.085915270071609,1
"284","X",10018377,0.707925112530165,1
"285","X",10018392,0.682160945356831,1
"286","X",10018422,0.000492238353254148,0.022522804135583
"287","X",10018439,0.00518817004114033,0.173003887796192
"288","X",10018480,0.00785033446673644,0.246577799611085
"289","X",10018509,0.00423682743342603,0.145375727568933
"290","X",10018649,0.0308938873338524,0.784839893300815
"291","X",10019121,6.50388330173742e-25,1.64702405891307e-21
"292","X",10019233,0.652666253614916,1
"293","X",10019299,0.000621547526482891,0.0275880992074062
"294","X",10019848,0.000562791142564503,0.0253083820837567
"295","X",10020129,0.00119684794098444,0.0487891584503579
"296","X",10020317,0.659600522156319,1
"297","X",10020326,4.41721876915516e-21,5.87769761285694e-18
"298","X",10020337,7.60048937945526e-05,0.00438242792656916
"299","X",10020353,9.43446630380513e-05,0.00529697622296345
"300","X",10020362,1.20092931253626e-20,1.4880842457172e-17
"301","X",10020439,1.36262407832123e-05,0.000961807608060451
"302","X",10020448,0.000181543582638055,0.0094263538784867
"303","X",10020459,0.000377650997716956,0.0178705105613536
"304","X",10020632,0.224256970741526,1
"305","X",10020684,1.59737923706984e-14,7.25349186426332e-12
"306","X",10020685,0.000352622067955463,0.0168387648635642
"307","X",10020688,0.00355076195791107,0.124908201661748
"308","X",10020765,5.67382207384978e-06,0.000443065768685901
"309","X",10020770,1.30759998284553e-21,1.89830997011041e-18
"310","X",10020943,0.960733765688236,1
"311","X",10020966,0.0331142248544757,0.831801623808567
"312","X",10021165,8.98284706547093e-11,2.06757972940676e-08
"313","X",10021346,8.50695587879718e-05,0.00483659753372822
"314","X",10021347,5.9675603505939e-05,0.00353846912781166
"315","X",10021396,0.347195293613197,1
"316","X",10021423,0.0522234352652644,1
"317","X",10021459,0.171221140957298,1
"318","X",10021460,0.288621670765143,1
"319","X",10021467,0.805996384379983,1
"320","X",10021501,0.000179324868592529,0.0093256343871441
"321","X",10021506,0.647736291441427,1
"322","X",10021544,0.691601171597919,1
"323","X",10021564,1.39706960110145e-05,0.000983186913030101
"324","X",10021566,0.574903062791554,1
"325","X",10021670,0.0130357698740137,0.379533473490339
"326","X",10021749,3.8765005907533e-06,0.000315978451907765
"327","X",10021811,0.0322279531868079,0.812933835554303
"328","X",10021879,0.631771981113341,1
"329","X",1002195,0.40916024135764,1
"330","X",1002200,0.00458286830595385,0.155487686223727
"331","X",1002227,5.30844642016726e-12,1.53809773435288e-09
"332","X",10022561,0.000119801302730273,0.00654169553514469
"333","X",10022614,0.613987347096111,1
"334","X",10022618,1.14743548213142e-11,3.13202176311121e-09
"335","X",10022703,0.00611763342280366,0.199337166192072
"336","X",10022766,0.446810726678217,1
"337","X",10022781,0.00925020455784095,0.283481966560939
"338","X",10022789,0.00013690040279041,0.00735525121877416
"339","X",10022790,0.00441052318577026,0.150481749944011
"340","X",10022798,0.208336819675232,1
"341","X",10022812,0.000113648681165189,0.0062440765498973
"342","X",10022842,0.0612339822299553,1
"343","X",10022846,0.153094390048889,1
"344","X",10022866,0.000258936334692266,0.0128562056734501
"345","X",10022896,6.91805369536193e-05,0.00403118666993361
"346","X",10022964,0.028279576868671,0.729262887663498
"347","X",10022967,0.465817047526472,1
"348","X",1002307,0.00135007710263978,0.0541411150871052
"349","X",10023104,0.000606597537521213,0.027003813935157
"350","X",10023126,0.000455491435831396,0.0210556048763196
"351","X",10023232,0.123045393405682,1
"352","X",10023262,0.543366257328732,1
"353","X",10023265,0.0070027178586244,0.223709185443671
"354","X",10023436,0.0459156291809096,1
"355","X",10023455,0.231521578134269,1
"356","X",10023459,0.187901302340319,1
"357","X",10023467,0.007562580111266,0.238768957593915
"358","X",10023469,0.00019469534446332,0.0100181270170537
"359","X",10023479,0.2189544872705,1
"360","X",10023503,0.160142327532324,1
"361","X",10023506,0.483702432618393,1
"362","X",10023535,0.28534035420146,1
"363","X",10023562,0.000714720384096519,0.0311479156275039
"364","X",10023574,0.00110131279409466,0.0453955247304535
"365","X",10023698,0.152756339084917,1
"366","X",10024119,0.875767926152972,1
"367","X",10024218,0.0186372824548572,0.513161518906882
"368","X",10024263,0.00050629427334119,0.0230790824707178
"369","X",1002434,0.40632524583876,1
"370","X",10024351,0.428287787794643,1
"371","X",10024410,0.409110859600337,1
"372","X",10024419,0.0330825096173594,0.831095027200917
"373","X",10024579,0.274551933975264,1
"374","X",10024581,0.450820662435058,1
"375","X",10024801,0.00884407865073035,0.272791034253193
"376","X",10024952,0.00101873473114833,0.0424389726260633
"377","X",10025273,0.335823304769122,1
"378","X",10025317,0.00432970009394652,0.148109308147296
"379","X",10025338,0.679490607072909,1
"380","X",10025404,0.27211530258205,1
"381","X",10025433,0.000505028834249365,0.0230313626891687
"382","X",10025435,0.00167766558062765,0.0653771994827599
"383","X",10025445,0.106124439787279,1
"384","X",10025463,5.07051286973712e-24,1.10740521967961e-20
"385","X",10025495,0.756923939850645,1
"386","X",10025496,0.00131872804619782,0.0530466939176346
"387","X",10025498,0.480186576140279,1
"388","X",10025582,0.0368679681785346,0.909746806880481
"389","X",10025613,0.295555789421998,1
"390","X",10025641,0.0978561850838381,1
"391","X",10025657,0.42619739852193,1
"392","X",10025843,0.64293108571902,1
"393","X",10025852,0.000850346752500998,0.0362620628219617
"394","X",10025868,0.434133264025131,1
"395","X",10025919,0.000779331374668482,0.0335964964354782
"396","X",10026038,0.083254386136261,1
"397","X",10026042,0.385147620358208,1
"398","X",10026199,4.94851021304018e-05,0.00299907523947223
"399","X",10026276,0.560822006908047,1
"400","X",10026536,1.36253416271574e-18,1.23050791298391e-15
"401","X",10026554,0.00468167290885538,0.158384005745301
"402","X",10026571,0.0113204721238493,0.336692086175762
"403","X",10026617,0.00351897010398596,0.123962910578603
"404","X",10026681,0.00289738426816626,0.104872319396342
"405","X",10026751,4.25105825959099e-05,0.00262343462428969
"406","X",10026763,0.663065822422721,1
"407","X",10026846,0.000478923437448484,0.021989965561129
"408","X",10026936,0.00063230826307877,0.0279992440864902
"409","X",10026949,0.0143535656588006,0.41160040482951
"410","X",10027068,0.00240449755694104,0.0892165472129093
"411","X",10027128,0.000126063845843781,0.0068414337442126
"412","X",10027309,0.000624940501226927,0.0277174700575873
"413","X",10027431,0.831044111960845,1
"414","X",10027515,0.000390811930349323,0.0184116002728047
"415","X",10027578,0.0016051810623694,0.0629325071741483
"416","X",10028066,9.02426406423715e-05,0.00509406023093802
"417","X",10028125,0.701934469993013,1
"418","X",1002835,0.000314506224492236,0.0152250968485876
"419","X",10028529,0.00152752212077822,0.0602911695218406
"420","X",10028575,0.382960255983582,1
"421","X",10028650,0.000411857574723528,0.0192779659854254
"422","X",10028777,0.000414702358519001,0.019392231177104
"423","X",10028874,0.00120083749430446,0.0489265517489453
"424","X",10028876,0.000139698731417474,0.00748570153567161
"425","X",10028881,8.61235148925829e-12,2.40334472091912e-09
"426","X",10028962,0.00171867121586287,0.0667574254461613
"427","X",10028978,0.27132878463274,1
"428","X",10029037,0.00458721306908728,0.155615355037479
"429","X",10029084,0.00232917686359983,0.0868174477839102
"430","X",10029179,0.0394526571806613,0.962467329416834
"431","X",10029184,0.0347859159028395,0.866456722670382
"432","X",10029195,0.842584725600685,1
"433","X",10029314,0.0134820558766717,0.390447600898204
"434","X",1002940,0.00043028517197061,0.0200280806911235
"435","X",10029406,0.0020172077883697,0.0766563390805162
"436","X",10029407,0.00330794881897566,0.117499478693625
"437","X",10030125,0.00283200896818884,0.102843360949265
"438","X",10030178,0.359931884789288,1
"439","X",10030179,0.015915205782847,0.449322354281477
"440","X",1003056,0.660074699618996,1
"441","X",10030603,0.383461963449431,1
"442","X",10030622,0.37371602398344,1
"443","X",10030651,0.334688905921148,1
"444","X",10030678,0.00203779554497344,0.0773470778121091
"445","X",10030792,0.214873830048758,1
"446","X",10030918,1.58776559929304e-05,0.00110085599363311
"447","X",10030960,0.11239484497374,1
"448","X",10030996,0.114892226184467,1
"449","X",10031047,0.0974929118789533,1
"450","X",10031098,2.81015729937267e-17,2.03472731311093e-14
"451","X",10031120,0.00234645062210742,0.0873695182413221
"452","X",10031146,0.00108718192824114,0.0448870253738539
"453","X",10031158,0.00504462852846594,0.168883405063109
"454","X",10031209,0.00795897788314625,0.249442695707532
"455","X",10031239,0.0138288255805285,0.398911974586245
"456","X",10031249,0.082918224756649,1
"457","X",10031257,0.308309059541855,1
"458","X",10031280,0.250279114978679,1
"459","X",10031295,0.654139570092606,1
"460","X",10031297,0.909014851909797,1
"461","X",10031308,0.395842314073652,1
"462","X",10031309,0.530372262815953,1
"463","X",10031434,0.258580654669291,1
"464","X",10031446,0.00106535226662737,0.0441035689514908
"465","X",10031537,8.2425387299011e-05,0.00470554374258426
"466","X",10031539,0.000712508572778726,0.0310659309012315
"467","X",10031547,0.000683464266636983,0.0299618880063324
"468","X",10031586,0.000988650612284842,0.0413646261828111
"469","X",10031688,0.00108730329503706,0.0448915032346673
"470","X",10031760,0.824884863715392,1
"471","X",10031849,0.468382267323649,1
"472","X",10031851,0.000638024608870842,0.0282200236853051
"473","X",10032051,0.158339457432341,1
"474","X",1003210,0.347126335090313,1
"475","X",10032135,0.379638373560735,1
"476","X",10032144,0.00357716682187926,0.125704799599298
"477","X",10032279,0.0845661235968901,1
"478","X",10032368,0.067574882877039,1
"479","X",10032374,2.44101463436534e-05,0.0016094989037152
"480","X",10032377,0.000115352496027499,0.00632758870159301
"481","X",10032384,7.62288513529304e-05,0.00439344695357496
"482","X",10032444,0.00117263348593513,0.0479555560917817
"483","X",10032450,0.000710609223502288,0.0309920564960061
"484","X",10032502,0.000481401536857989,0.0220891633898842
"485","X",10032642,0.0162228668028866,0.456515826875568
"486","X",10032669,0.000660293591501705,0.0290814725531548
"487","X",10032780,0.00161926391779781,0.0634076328675501
"488","X",10033200,0.345013904738035,1
"489","X",10033206,7.37865484273848e-05,0.00426775331868028
"490","X",10033209,0.0694055042085646,1
"491","X",10033215,1.05266195333532e-05,0.000765586671807273
"492","X",10033335,0.000493047463287855,0.0225541863227917
"493","X",10033348,0.000403634899068595,0.0189364216811223
"494","X",10033361,0.00197497726288099,0.075269218189148
"495","X",10033385,6.67431714923561e-05,0.00390493190630109
"496","X",10033386,0.541812384846021,1
"497","X",10033389,0.000322591810760064,0.0155649653049227
"498","X",10033390,0.179941117475565,1
"499","X",10033401,0.661600187691783,1
"500","X",10033458,0.000246137557077056,0.0122973084869341
"501","X",10033500,0.00110260277289906,0.0454411550456903
"502","X",10033772,0.00048099552912673,0.0220725727164417
"503","X",10033792,0.00823942907685873,0.256840921766308
"504","X",10033854,0.649632115657271,1
"505","X",10033930,0.00477030682399267,0.160978437795027
"506","X",10033933,0.00124408043521648,0.0504335858006268
"507","X",10034027,0.00058187041990698,0.0260400688813336
"508","X",10034124,0.000410852668621795,0.0192350721289965
"509","X",10034181,0.00056285875952951,0.0253104407130878
"510","X",10034428,0.320011338215054,1
"511","X",10034495,0.000376486997365722,0.0178231920493787
"512","X",10034751,0.0231963156371898,0.617320444105762
"513","X",10034788,4.97797008870332e-17,3.46439651665853e-14
"514","X",10034814,0.284403347712291,1
"515","X",10034817,0.000770537576509585,0.0332681362039847
"516","X",10034902,0.971010939952856,1
"517","X",1003491,0.284521645043837,1
"518","X",10034927,0.808266063594819,1
"519","X",10034936,0.00765791315753116,0.241384312013896
"520","X",10034950,0.000193290654748762,0.00995616205184096
"521","X",10034990,0.284690116368875,1
"522","X",1003505,0.000140226206232367,0.00750945254789993
"523","X",10035061,0.586467880448605,1
"524","X",10035097,0.000263745651535152,0.0130642071138892
"525","X",10035118,0.00160743915605758,0.0630098816121584
"526","X",10035132,0.484477811624497,1
"527","X",10035142,1.69744226961121e-14,7.67379055592786e-12
"528","X",10035184,0.741288310968473,1
"529","X",1003522,0.000414705903265552,0.019392231177104
"530","X",10035298,0.000264841838833585,0.0131099136729954
"531","X",10035314,0.186014213433236,1
"532","X",10035349,0.00899831267382238,0.27681168690802
"533","X",1003535,0.938502741695778,1
"534","X",10035434,0.946591498833469,1
"535","X",10035437,3.96622467696105e-06,0.000322445344640578
"536","X",10035446,1.84079277521157e-05,0.00125410679881232
"537","X",10035448,0.551006361512039,1
"538","X",10035499,0.485166197321087,1
"539","X",10035527,0.464576614291017,1
"540","X",10035540,0.069285796113547,1
"541","X",10035640,0.00221153136915858,0.0830224309420491
"542","X",10035652,0.0607556147338858,1
"543","X",10035718,1.21136474556677e-14,5.61879377460721e-12
"544","X",10035756,0.0929086961798005,1
"545","X",10035802,0.6658966753798,1
"546","X",10035838,0.711315329451094,1
"547","X",10035880,0.0550295687284959,1
"548","X",10035950,0.791439036559942,1
"549","X",10035985,0.0314921149602568,0.797444678244749
"550","X",10036012,0.00135739648573134,0.0543951137901396
"551","X",10036024,0.082571315626794,1
"552","X",10036042,0.0947425287139998,1
"553","X",10036061,0.00930022981812921,0.28476906433575
"554","X",10036064,0.00644471442136877,0.208443767260876
"555","X",10036078,0.059216057260056,1
"556","X",10036130,8.1846111277073e-05,0.00467596205244612
"557","X",10036157,0.000943055466610129,0.0397039581121711
"558","X",10036164,0.00645089051206031,0.208603799744898
"559","X",10036202,0.0112098737375759,0.333856757955469
"560","X",10036238,0.00094543216925517,0.0397910115181555
"561","X",10036248,0.0126592041203185,0.370340580219951
"562","X",10036250,0.0219746540576644,0.589587540472455
"563","X",10036262,0.644031431955294,1
"564","X",10036280,0.00605129239130444,0.197484577791521
"565","X",10036371,0.0760036947870081,1
"566","X",10036376,0.0867090410417206,1
"567","X",1003639,0.00416642124040351,0.143306407457511
"568","X",10036417,0.338397636170216,1
"569","X",10036430,0.00314366046732115,0.112431160017635
"570","X",10036440,0.00706953089292356,0.225536908664761
"571","X",10036456,0.0002669319775671,0.013196093278465
"572","X",10036459,0.59124212311705,1
"573","X",10036471,0.00598073359806155,0.195504850514048
"574","X",10036473,0.001575176260676,0.0619176309117703
"575","X",10036525,0.976527591952686,1
"576","X",10036555,0.618162001787033,1
"577","X",10036585,7.63008068061312e-20,8.31641565752679e-17
"578","X",10036599,0.0155444408546457,0.440367270758978
"579","X",10036616,0.000463613325731735,0.0213781827486649
"580","X",10036617,0.000318794623641952,0.0154055756350933
"581","X",10036628,1.87436355270383e-05,0.00127420615987885
"582","X",10036653,0.0556104171691586,1
"583","X",10036654,0.000106855189574774,0.00591343904231336
